Date,Close,High,Low,Open,Volume
2022-08-24,392.1258544921875,393.49083189627123,389.9645992874297,390.6470735253685,49177800
2022-08-25,397.6616516113281,397.7090360070508,392.52391605971974,393.614017515164,50942300
2022-08-26,384.201171875,398.0881839321778,384.1442990308555,397.547891912805,103087000
2022-08-29,381.6607971191406,384.70361032886984,380.3052793040388,381.2531987151374,65370800
2022-08-30,377.470947265625,383.0542059895712,375.3760536519589,382.8172261577202,85652400
2022-08-31,374.5987548828125,380.3431437236325,374.4660612189248,379.10137171228644,76029700
2022-09-01,375.774169921875,376.1154069737023,369.7264403478649,372.4280160542996,78740100
2022-09-02,371.81182861328125,380.6464427581479,370.00129941700374,379.43310730382876,99632100
2022-09-06,370.4089050292969,373.59389956272736,368.19077763747265,372.65546883916255,76637400
2022-09-07,377.0633239746094,377.8311362647998,369.8781086762223,370.0961115930664,70964200
2022-09-08,379.5279541015625,379.9829368756566,373.59396971166063,374.79784580059123,80821700
2022-09-09,385.42401123046875,386.28662130528346,381.49961125899546,381.7650275183075,76706900
2022-09-12,389.56640625,390.2868341942052,387.1871194866291,387.49046061347366,69256300
2022-09-13,372.6270751953125,382.10626800654813,371.5085373863549,380.90239200547273,122947100
2022-09-14,374.0489501953125,375.5656268148488,370.7501807174359,373.9257160615463,85023700
2022-09-15,369.80230712890625,375.3381528851013,368.53209861998994,372.4943947202488,87633800
2022-09-16,366.9810791015625,367.63783250475103,363.6973120856197,365.6295206827052,103084800
2022-09-19,369.8269958496094,369.8269958496094,363.7639505998914,363.84011191988435,73278500
2022-09-20,365.5819091796875,367.51408871168167,362.83118428153335,366.5051690967704,77274900
2022-09-21,359.20477294921875,370.55036925173334,359.1952455228189,367.504555601014,106746600
2022-09-22,356.18756103515625,360.0709463739704,355.4451478506608,358.4338263970015,89472600
2022-09-23,350.2196350097656,352.76095967141856,345.7841825636604,352.7228790149844,122346900
2022-09-26,346.75506591796875,352.3707580104209,345.53674617910787,348.7538794551558,92581200
2022-09-27,345.8699035644531,352.5516221250691,343.48084301099055,350.28630194167937,108294100
2022-09-28,352.67535400390625,354.3600529595543,345.127482081543,346.8217084645166,110802200
2022-09-29,345.3083190917969,349.42013004160674,342.3672197883283,349.13459770031216,112952300
2022-09-30,339.96856689453125,348.2779050009619,339.83532817642805,344.36593839141597,153711200
2022-10-03,348.9442138671875,350.7907337489844,341.90080218718504,343.6806881754969,89756500
2022-10-04,359.7568664550781,359.78541969158493,348.90620087696135,354.45525951637643,103602800
2022-10-05,358.91925048828125,361.1750432151708,353.0751323104993,355.3975589353477,88065700
2022-10-06,355.21673583984375,360.4707348086878,354.7217743328191,357.52010776378955,82333500
2022-10-07,345.3083190917969,355.30235769557754,343.547458861724,351.19051769873397,107789500
2022-10-10,342.6717529296875,346.659852271921,340.43501530969775,346.42189898919605,76042800
2022-10-11,340.5016784667969,345.5367789247286,338.5694986420496,340.97758511374974,92482800
2022-10-12,339.37847900390625,342.48139902682294,339.1309983011124,340.91091321016154,76991800
2022-10-13,348.3349914550781,349.8007915522085,331.3355968205085,332.38259688988734,147254500
